movement_id,product_id,movement_date,movement_type,quantity,warehouse,unit_cost,notes
969,271,2025-07-11 10:51:32.254298,Sale,-39,Warehouse_A,356.39,Seasonal stock
970,273,2024-10-16 10:51:32.254368,Sale,48,Warehouse_B,86.59,Regular movement
971,97,2025-08-06 10:51:32.254436,Return,84,Warehouse_C,480.54,Clearance
972,168,2025-05-22 10:51:32.254504,Sale,-51,Warehouse_A,89.54,Clearance
973,264,2024-08-26 10:51:32.254571,Return,72,Warehouse_C,173.58,New arrival
974,64,2025-03-26 10:51:32.254643,Sale,6,Warehouse_C,441.27,Regular movement
975,312,2025-08-06 10:51:32.254710,Purchase,-61,Warehouse_B,460.22,New arrival
976,24,2024-09-28 10:51:32.254782,Purchase,30,Warehouse_C,372.46,Regular movement
977,228,2025-01-12 10:51:32.254852,Adjustment,78,Warehouse_C,272.97,Clearance
978,292,2024-12-16 10:51:32.254921,Purchase,-71,Warehouse_B,277.92,Regular movement
979,351,2024-11-23 10:51:32.254992,Purchase,55,Warehouse_C,32.23,Clearance
980,243,2024-09-21 10:51:32.255061,Adjustment,63,Warehouse_A,129.74,Regular movement
981,495,2025-07-18 10:51:32.255129,Adjustment,-87,Warehouse_A,324.95,Seasonal stock
982,169,2024-12-20 10:51:32.255197,Sale,37,Warehouse_C,290.49,New arrival
983,164,2025-01-29 10:51:32.255265,Purchase,-11,Warehouse_C,299.79,New arrival
984,42,2024-10-03 10:51:32.255354,Purchase,-65,Warehouse_C,71.83,Clearance
985,345,2025-02-21 10:51:32.255442,Adjustment,-11,Warehouse_C,208.54,New arrival
986,396,2024-10-01 10:51:32.255521,Purchase,83,Warehouse_B,219.85,Clearance
987,325,2024-11-21 10:51:32.255595,Adjustment,-72,Warehouse_A,432.42,New arrival
988,65,2024-12-08 10:51:32.255665,Sale,-82,Warehouse_C,389.83,Seasonal stock
989,244,2025-07-04 10:51:32.255735,Purchase,49,Warehouse_B,306.63,Clearance
990,100,2025-03-05 10:51:32.255828,Return,-50,Warehouse_C,64.76,New arrival
991,50,2025-01-06 10:51:32.255905,Return,-6,Warehouse_C,479.1,Clearance
992,117,2025-07-23 10:51:32.255977,Return,73,Warehouse_C,359.11,Clearance
993,486,2025-07-29 10:51:32.256048,Adjustment,-67,Warehouse_C,153.38,Seasonal stock
994,248,2025-04-01 10:51:32.256120,Sale,-27,Warehouse_B,94.66,New arrival
995,315,2024-11-16 10:51:32.256188,Return,63,Warehouse_C,183.96,Seasonal stock
996,189,2025-08-09 10:51:32.256259,Purchase,-46,Warehouse_A,342.8,Regular movement
997,390,2024-12-03 10:51:32.256330,Return,-83,Warehouse_A,148.98,Regular movement
998,279,2025-02-16 10:51:32.256399,Adjustment,-29,Warehouse_B,36.3,Clearance
999,72,2024-10-08 10:51:32.256471,Return,48,Warehouse_A,138.05,New arrival
1000,2,2024-12-15 10:51:32.256543,Purchase,-29,Warehouse_B,205.05,New arrival
1001,316,2024-09-10 10:51:32.256613,Sale,-18,Warehouse_C,394.88,Clearance
1002,242,2025-02-11 10:51:32.256684,Return,-48,Warehouse_A,301.29,Regular movement
1003,380,2025-08-02 10:51:32.256752,Sale,-77,Warehouse_B,6.85,Clearance
1004,187,2024-10-28 10:51:32.256822,Return,-76,Warehouse_B,202.63,Clearance
1005,36,2024-11-23 10:51:32.256891,Adjustment,4,Warehouse_A,427.24,Regular movement
1006,486,2024-09-22 10:51:32.256958,Return,26,Warehouse_A,153.38,Regular movement
1007,230,2025-08-17 10:51:32.257028,Return,-66,Warehouse_C,368.15,Regular movement
1008,266,2025-08-19 10:51:32.257096,Return,52,Warehouse_C,154.27,Seasonal stock
1009,239,2025-04-19 10:51:32.257166,Sale,100,Warehouse_B,110.78,Clearance
1010,493,2024-08-22 10:51:32.257237,Sale,-47,Warehouse_C,242.68,Clearance
1011,116,2024-12-26 10:51:32.257308,Sale,23,Warehouse_B,495.81,Clearance
1012,116,2025-02-03 10:51:32.257378,Return,-91,Warehouse_B,495.81,Seasonal stock
1013,359,2025-03-03 10:51:32.257451,Adjustment,-49,Warehouse_B,262.3,Regular movement
1014,69,2025-02-14 10:51:32.257525,Return,60,Warehouse_C,393.95,Regular movement
1015,151,2025-01-18 10:51:32.257594,Return,-79,Warehouse_A,218.5,Regular movement
1016,425,2025-06-15 10:51:32.257661,Adjustment,-23,Warehouse_C,291.05,New arrival
1017,264,2025-06-26 10:51:32.257731,Return,80,Warehouse_C,173.58,Clearance
1018,182,2025-01-25 10:51:32.257798,Adjustment,-82,Warehouse_B,72.0,Regular movement
1019,363,2025-01-01 10:51:32.257868,Adjustment,12,Warehouse_C,335.01,New arrival
1020,311,2025-07-18 10:51:32.257938,Adjustment,44,Warehouse_B,389.83,New arrival
1021,276,2025-04-11 10:51:32.258005,Sale,90,Warehouse_C,429.33,Regular movement
1022,103,2024-09-06 10:51:32.258074,Return,62,Warehouse_C,114.45,Seasonal stock
1023,28,2025-01-09 10:51:32.258143,Return,92,Warehouse_C,298.19,Regular movement
1024,319,2025-04-15 10:51:32.258212,Purchase,54,Warehouse_B,18.21,Seasonal stock
1025,348,2025-08-07 10:51:32.258283,Purchase,97,Warehouse_A,496.73,Regular movement
1026,435,2025-06-13 10:51:32.258352,Sale,-3,Warehouse_A,464.8,Seasonal stock
1027,83,2025-07-17 10:51:32.258423,Adjustment,61,Warehouse_A,117.75,New arrival
1028,74,2025-01-30 10:51:32.258492,Sale,-12,Warehouse_B,384.93,Clearance
1029,379,2024-10-07 10:51:32.258562,Sale,-14,Warehouse_B,495.8,Seasonal stock
1030,271,2025-06-03 10:51:32.258632,Return,5,Warehouse_A,356.39,Clearance
1031,488,2025-05-18 10:51:32.258699,Purchase,89,Warehouse_B,189.39,New arrival
1032,336,2024-10-13 10:51:32.258769,Purchase,3,Warehouse_B,460.76,Regular movement
1033,487,2024-09-09 10:51:32.258838,Sale,-85,Warehouse_C,246.54,Seasonal stock
1034,194,2025-02-11 10:51:32.258908,Sale,-99,Warehouse_A,187.85,New arrival
1035,250,2024-12-17 10:51:32.258975,Purchase,-70,Warehouse_C,218.74,Seasonal stock
1036,98,2024-08-28 10:51:32.259044,Adjustment,-50,Warehouse_A,397.78,Regular movement
1037,258,2025-01-18 10:51:32.259113,Adjustment,33,Warehouse_A,8.39,Regular movement
1038,223,2025-04-22 10:51:32.259182,Sale,47,Warehouse_A,221.97,Regular movement
1039,264,2025-01-12 10:51:32.259249,Purchase,32,Warehouse_A,173.58,Seasonal stock
1040,52,2025-08-02 10:51:32.259320,Adjustment,-77,Warehouse_B,152.29,Seasonal stock
1041,380,2025-03-18 10:51:32.259388,Sale,-36,Warehouse_C,6.85,Regular movement
1042,268,2025-01-29 10:51:32.259456,Sale,27,Warehouse_C,128.11,New arrival
1043,412,2024-08-19 10:51:32.259527,Purchase,-20,Warehouse_B,7.54,Clearance
1044,109,2024-09-23 10:51:32.259596,Purchase,-45,Warehouse_A,192.68,Regular movement
1045,438,2025-03-31 10:51:32.259670,Purchase,46,Warehouse_B,207.9,Regular movement
1046,258,2024-10-11 10:51:32.259745,Adjustment,-75,Warehouse_C,8.39,Clearance
1047,65,2024-10-23 10:51:32.259820,Sale,24,Warehouse_A,389.83,Regular movement
1048,302,2024-11-12 10:51:32.259918,Purchase,78,Warehouse_C,103.57,Clearance
1049,244,2025-05-18 10:51:32.260005,Purchase,-56,Warehouse_B,306.63,Seasonal stock
1050,355,2025-06-10 10:51:32.260081,Adjustment,70,Warehouse_C,158.12,Regular movement
1051,158,2025-03-03 10:51:32.260156,Sale,-45,Warehouse_B,205.56,Regular movement
1052,299,2025-08-07 10:51:32.260229,Return,-86,Warehouse_A,451.39,Seasonal stock
1053,482,2025-01-13 10:51:32.260306,Return,73,Warehouse_C,71.4,New arrival
1054,92,2024-12-17 10:51:32.260381,Purchase,-33,Warehouse_B,481.5,Clearance
1055,412,2025-06-19 10:51:32.260455,Sale,30,Warehouse_C,7.54,Regular movement
1056,362,2024-11-17 10:51:32.260525,Adjustment,-4,Warehouse_C,214.94,Clearance
1057,30,2025-07-08 10:51:32.260595,Purchase,-77,Warehouse_C,40.7,Seasonal stock
1058,477,2024-11-07 10:51:32.260667,Sale,55,Warehouse_B,51.01,New arrival
1059,151,2024-12-12 10:51:32.260736,Return,-77,Warehouse_C,218.5,Regular movement
1060,481,2025-02-01 10:51:32.260809,Sale,96,Warehouse_A,62.36,Regular movement
1061,480,2025-05-11 10:51:32.260878,Adjustment,-48,Warehouse_A,144.23,New arrival
1062,421,2024-09-07 10:51:32.260950,Sale,-68,Warehouse_C,308.54,Seasonal stock
1063,460,2025-03-26 10:51:32.261019,Return,-82,Warehouse_C,451.58,New arrival
1064,339,2025-06-04 10:51:32.261095,Adjustment,23,Warehouse_B,38.94,Regular movement
1065,161,2025-08-18 10:51:32.261163,Sale,-95,Warehouse_B,158.28,Clearance
1066,333,2025-03-09 10:51:32.261232,Sale,-56,Warehouse_A,403.95,Regular movement
1067,489,2025-04-23 10:51:32.261300,Sale,-29,Warehouse_B,126.54,New arrival
1068,264,2024-10-18 10:51:32.261370,Return,-49,Warehouse_A,173.58,Clearance
1069,355,2024-09-30 10:51:32.261438,Sale,-12,Warehouse_C,158.12,New arrival
1070,486,2024-10-22 10:51:32.261508,Return,-38,Warehouse_C,153.38,New arrival
1071,438,2025-07-11 10:51:32.261575,Return,-15,Warehouse_C,207.9,Regular movement
1072,255,2025-07-13 10:51:32.261644,Return,94,Warehouse_B,189.29,Seasonal stock
1073,304,2024-11-25 10:51:32.261712,Return,-49,Warehouse_C,225.69,New arrival
1074,472,2025-01-01 10:51:32.261783,Purchase,77,Warehouse_B,227.07,Seasonal stock
1075,67,2025-07-12 10:51:32.261852,Return,78,Warehouse_C,415.99,Clearance
1076,8,2024-10-03 10:51:32.261922,Sale,25,Warehouse_B,490.44,Regular movement
1077,286,2025-06-10 10:51:32.261992,Adjustment,32,Warehouse_B,478.85,Regular movement
1078,429,2025-03-12 10:51:32.262063,Adjustment,-40,Warehouse_B,104.97,Seasonal stock
1079,402,2025-03-16 10:51:32.262133,Adjustment,-90,Warehouse_C,20.52,Regular movement
1080,277,2025-06-08 10:51:32.262203,Purchase,61,Warehouse_B,129.12,Seasonal stock
1081,301,2024-08-19 10:51:32.262271,Purchase,91,Warehouse_C,134.45,Regular movement
1082,245,2025-05-07 10:51:32.262342,Return,79,Warehouse_C,50.5,New arrival
1083,390,2025-05-27 10:51:32.262413,Adjustment,-52,Warehouse_A,148.98,New arrival
1084,300,2025-03-02 10:51:32.262481,Return,-55,Warehouse_A,80.74,Regular movement
1085,246,2024-12-03 10:51:32.262549,Purchase,70,Warehouse_A,343.96,Seasonal stock
1086,38,2025-07-20 10:51:32.262619,Purchase,-13,Warehouse_B,479.99,New arrival
1087,434,2025-02-24 10:51:32.262687,Return,-83,Warehouse_C,125.82,New arrival
1088,65,2025-08-14 10:51:32.262757,Return,14,Warehouse_A,389.83,Seasonal stock
1089,31,2025-05-16 10:51:32.262829,Purchase,65,Warehouse_A,328.25,Seasonal stock
1090,124,2025-01-18 10:51:32.262902,Purchase,-62,Warehouse_C,321.96,Clearance
1091,362,2024-10-29 10:51:32.262970,Adjustment,2,Warehouse_B,214.94,New arrival
1092,190,2025-04-25 10:51:32.263043,Return,-18,Warehouse_C,41.34,Clearance
1093,322,2025-07-06 10:51:32.263131,Return,56,Warehouse_A,291.29,Seasonal stock
1094,404,2025-03-31 10:51:32.263211,Adjustment,79,Warehouse_B,338.58,Clearance
1095,400,2025-06-30 10:51:32.263287,Return,11,Warehouse_A,493.42,Regular movement
1096,147,2024-12-18 10:51:32.263357,Purchase,-85,Warehouse_C,14.0,New arrival
1097,169,2025-04-07 10:51:32.263427,Return,-79,Warehouse_A,290.49,Seasonal stock
1098,399,2025-04-08 10:51:32.263499,Purchase,10,Warehouse_C,106.29,Clearance
1099,242,2025-08-10 10:51:32.263567,Sale,-9,Warehouse_B,301.29,New arrival
1100,65,2025-07-09 10:51:32.263637,Return,37,Warehouse_B,389.83,Regular movement
1101,190,2024-08-28 10:51:32.263705,Sale,-18,Warehouse_B,41.34,Regular movement
1102,175,2024-09-22 10:51:32.263776,Purchase,7,Warehouse_A,10.65,New arrival
1103,14,2024-10-13 10:51:32.263844,Purchase,-84,Warehouse_B,467.76,New arrival
1104,67,2025-07-26 10:51:32.263914,Purchase,-4,Warehouse_B,415.99,New arrival
1105,491,2024-12-31 10:51:32.263983,Purchase,54,Warehouse_A,412.21,Seasonal stock
1106,252,2025-06-13 10:51:32.264051,Sale,51,Warehouse_A,170.32,Seasonal stock
1107,146,2025-05-13 10:51:32.264120,Adjustment,51,Warehouse_C,453.35,Seasonal stock
1108,457,2025-08-11 10:51:32.264188,Adjustment,82,Warehouse_A,179.95,Clearance
1109,200,2024-12-24 10:51:32.264254,Adjustment,39,Warehouse_B,221.3,New arrival
1110,140,2024-09-16 10:51:32.264324,Sale,9,Warehouse_A,417.79,Regular movement
1111,98,2025-03-19 10:51:32.264394,Sale,-48,Warehouse_A,397.78,Clearance
1112,211,2025-01-08 10:51:32.264466,Sale,-77,Warehouse_A,37.57,New arrival
1113,381,2025-02-02 10:51:32.264535,Purchase,60,Warehouse_A,187.12,Seasonal stock
1114,35,2025-07-21 10:51:32.264603,Purchase,-65,Warehouse_A,18.22,Regular movement
1115,472,2025-06-10 10:51:32.264673,Purchase,-50,Warehouse_A,227.07,Clearance
1116,368,2025-02-11 10:51:32.264741,Purchase,73,Warehouse_B,340.55,Clearance
1117,491,2025-03-21 10:51:32.264810,Return,-10,Warehouse_A,412.21,New arrival
1118,178,2024-11-10 10:51:32.264877,Sale,72,Warehouse_A,298.49,Seasonal stock
1119,283,2025-05-11 10:51:32.264946,Purchase,-26,Warehouse_B,466.96,Regular movement
1120,491,2025-05-23 10:51:32.265013,Purchase,87,Warehouse_C,412.21,Clearance
1121,133,2024-09-16 10:51:32.265082,Purchase,-92,Warehouse_B,12.54,Clearance
1122,207,2025-07-14 10:51:32.265151,Return,5,Warehouse_B,366.98,New arrival
1123,28,2025-01-20 10:51:32.265220,Sale,-78,Warehouse_B,298.19,Clearance
1124,218,2025-02-26 10:51:32.265288,Sale,41,Warehouse_A,93.1,Clearance
1125,482,2025-06-29 10:51:32.265358,Return,-10,Warehouse_A,71.4,Regular movement
1126,245,2024-09-16 10:51:32.265427,Purchase,53,Warehouse_B,50.5,Clearance
1127,384,2024-09-22 10:51:32.265497,Return,-35,Warehouse_B,55.17,New arrival
1128,370,2024-09-19 10:51:32.265566,Purchase,-99,Warehouse_C,431.5,Regular movement
1129,249,2024-12-03 10:51:32.265638,Purchase,73,Warehouse_B,40.99,New arrival
1130,27,2025-01-01 10:51:32.265708,Purchase,83,Warehouse_B,148.59,New arrival
1131,78,2024-10-17 10:51:32.265780,Return,32,Warehouse_B,296.3,New arrival
1132,237,2025-07-05 10:51:32.265899,Purchase,27,Warehouse_B,76.13,Regular movement
1133,489,2025-01-09 10:51:32.265980,Return,49,Warehouse_C,126.54,Regular movement
1134,26,2024-10-21 10:51:32.266056,Purchase,10,Warehouse_B,490.45,Seasonal stock
1135,444,2024-10-06 10:51:32.266128,Return,10,Warehouse_A,390.77,Regular movement
1136,163,2025-02-25 10:51:32.266203,Adjustment,25,Warehouse_B,223.88,New arrival
1137,45,2025-08-01 10:51:32.266274,Sale,-51,Warehouse_A,346.8,Seasonal stock
1138,39,2025-08-05 10:51:32.266346,Adjustment,-82,Warehouse_B,151.82,New arrival
1139,113,2025-03-27 10:51:32.266415,Sale,-67,Warehouse_C,142.28,Clearance
1140,232,2024-10-27 10:51:32.266488,Adjustment,79,Warehouse_B,179.98,Regular movement
1141,487,2024-10-06 10:51:32.266558,Adjustment,-91,Warehouse_C,246.54,New arrival
1142,409,2024-10-05 10:51:32.266632,Return,-15,Warehouse_C,466.13,Seasonal stock
1143,383,2024-11-14 10:51:32.266704,Sale,-40,Warehouse_C,368.34,New arrival
1144,258,2024-10-31 10:51:32.266774,Adjustment,68,Warehouse_C,8.39,Seasonal stock
1145,338,2025-07-12 10:51:32.266844,Sale,93,Warehouse_A,418.46,Seasonal stock
1146,116,2024-09-15 10:51:32.266915,Return,84,Warehouse_A,495.81,Regular movement
1147,100,2025-06-27 10:51:32.266991,Return,-58,Warehouse_B,64.76,New arrival
1148,460,2025-07-05 10:51:32.267061,Purchase,3,Warehouse_A,451.58,Seasonal stock
1149,139,2024-12-28 10:51:32.267135,Return,89,Warehouse_C,178.7,Seasonal stock
1150,272,2025-03-06 10:51:32.267205,Purchase,25,Warehouse_A,426.12,Seasonal stock
1151,302,2024-10-11 10:51:32.267274,Sale,36,Warehouse_A,103.57,Seasonal stock
1152,449,2025-05-19 10:51:32.267343,Sale,60,Warehouse_C,221.49,Seasonal stock
1153,75,2025-02-23 10:51:32.267411,Purchase,-53,Warehouse_B,91.78,Seasonal stock
1154,392,2025-05-16 10:51:32.267482,Sale,73,Warehouse_C,138.28,New arrival
1155,339,2025-02-17 10:51:32.267551,Return,60,Warehouse_A,38.94,Regular movement
1156,161,2024-10-12 10:51:32.267619,Sale,80,Warehouse_B,158.28,Regular movement
1157,224,2025-05-01 10:51:32.267690,Sale,47,Warehouse_A,306.82,Clearance
1158,366,2024-10-11 10:51:32.267758,Sale,40,Warehouse_C,496.81,New arrival
1159,20,2024-12-08 10:51:32.267826,Adjustment,93,Warehouse_A,385.43,Regular movement
1160,424,2024-10-02 10:51:32.267897,Return,-77,Warehouse_A,27.78,Clearance
1161,482,2024-10-27 10:51:32.267965,Purchase,-85,Warehouse_A,71.4,Clearance
1162,236,2024-09-12 10:51:32.268032,Sale,-17,Warehouse_B,78.29,Seasonal stock
1163,296,2024-11-07 10:51:32.268103,Sale,-7,Warehouse_C,374.89,Seasonal stock
1164,341,2025-03-06 10:51:32.268170,Sale,70,Warehouse_C,87.74,Seasonal stock
1165,370,2025-05-06 10:51:32.268240,Return,-66,Warehouse_A,431.5,Clearance
1166,445,2025-02-15 10:51:32.268309,Purchase,-36,Warehouse_A,317.01,New arrival
1167,109,2024-09-16 10:51:32.268379,Purchase,-2,Warehouse_C,192.68,New arrival
1168,337,2024-12-25 10:51:32.268450,Return,82,Warehouse_A,177.82,Regular movement
1169,374,2025-04-27 10:51:32.268518,Purchase,60,Warehouse_C,348.17,Seasonal stock
1170,191,2024-11-09 10:51:32.268587,Sale,63,Warehouse_B,28.43,New arrival
1171,34,2024-12-10 10:51:32.268655,Adjustment,-86,Warehouse_A,59.51,Clearance
1172,182,2025-03-22 10:51:32.268724,Return,59,Warehouse_C,72.0,New arrival
1173,285,2024-10-08 10:51:32.268792,Adjustment,-45,Warehouse_A,370.24,Seasonal stock
1174,126,2025-07-24 10:51:32.268862,Sale,-96,Warehouse_A,150.48,Clearance
1175,428,2025-06-20 10:51:32.268931,Sale,-26,Warehouse_B,338.92,Seasonal stock
1176,187,2025-01-02 10:51:32.268999,Purchase,-15,Warehouse_A,202.63,New arrival
1177,118,2024-11-09 10:51:32.269070,Sale,68,Warehouse_B,129.79,Seasonal stock
1178,107,2025-03-19 10:51:32.269137,Purchase,-71,Warehouse_B,9.84,Seasonal stock
1179,371,2024-11-21 10:51:32.269205,Return,72,Warehouse_A,313.71,New arrival
1180,58,2025-05-19 10:51:32.269272,Purchase,-96,Warehouse_B,310.87,Clearance
1181,263,2025-04-25 10:51:32.269340,Sale,13,Warehouse_C,347.63,Regular movement
1182,69,2025-07-01 10:51:32.269406,Sale,-84,Warehouse_B,393.95,New arrival
1183,484,2025-04-01 10:51:32.269475,Adjustment,-90,Warehouse_B,170.47,Clearance
1184,476,2024-09-04 10:51:32.269545,Return,41,Warehouse_C,80.42,Seasonal stock
1185,257,2025-05-16 10:51:32.269613,Return,30,Warehouse_B,221.33,Clearance
1186,414,2025-04-07 10:51:32.269685,Adjustment,-41,Warehouse_C,453.77,Regular movement
1187,85,2025-02-25 10:51:32.269753,Purchase,-46,Warehouse_C,45.1,Seasonal stock
1188,435,2024-12-28 10:51:32.269823,Adjustment,15,Warehouse_B,464.8,Clearance
1189,270,2024-12-02 10:51:32.269890,Adjustment,-40,Warehouse_A,88.33,Seasonal stock
1190,187,2024-10-01 10:51:32.269960,Purchase,-93,Warehouse_B,202.63,New arrival
1191,447,2024-10-03 10:51:32.270029,Return,-5,Warehouse_A,154.58,Clearance
1192,373,2025-01-07 10:51:32.270097,Purchase,-79,Warehouse_A,241.97,New arrival
1193,165,2025-08-04 10:51:32.270167,Adjustment,81,Warehouse_B,135.0,Clearance
1194,129,2025-05-24 10:51:32.270235,Return,-52,Warehouse_B,80.41,Clearance
1195,57,2025-01-11 10:51:32.270305,Return,53,Warehouse_C,479.12,Regular movement
1196,148,2025-07-18 10:51:32.270373,Return,-38,Warehouse_B,102.65,Seasonal stock
1197,87,2025-03-16 10:51:32.270443,Purchase,-69,Warehouse_C,486.47,New arrival
1198,134,2024-12-26 10:51:32.270511,Return,-21,Warehouse_C,368.74,Regular movement
1199,2,2025-07-20 10:51:32.270578,Return,60,Warehouse_A,205.05,Seasonal stock
1200,236,2024-10-16 10:51:32.270648,Adjustment,68,Warehouse_B,78.29,New arrival
1201,378,2024-10-09 10:51:32.270716,Sale,-77,Warehouse_C,81.54,Clearance
1202,238,2025-04-21 10:51:32.270788,Sale,-82,Warehouse_C,338.5,Clearance
1203,347,2024-08-22 10:51:32.270857,Adjustment,12,Warehouse_C,303.88,Regular movement
1204,338,2024-09-24 10:51:32.270925,Adjustment,-34,Warehouse_B,418.46,New arrival
1205,394,2025-02-16 10:51:32.270993,Sale,-49,Warehouse_C,463.15,Seasonal stock
1206,87,2025-05-27 10:51:32.271061,Adjustment,-4,Warehouse_B,486.47,New arrival
1207,379,2024-09-04 10:51:32.271129,Sale,45,Warehouse_B,495.8,New arrival
1208,497,2024-11-07 10:51:32.271197,Sale,98,Warehouse_A,209.73,Regular movement
1209,107,2025-03-03 10:51:32.271265,Purchase,20,Warehouse_A,9.84,Clearance
1210,333,2024-12-28 10:51:32.271332,Return,53,Warehouse_A,403.95,Clearance
1211,178,2024-09-08 10:51:32.271401,Sale,-36,Warehouse_A,298.49,New arrival
1212,9,2025-02-19 10:51:32.271469,Purchase,-85,Warehouse_B,397.13,New arrival
1213,296,2025-07-24 10:51:32.271538,Sale,51,Warehouse_A,374.89,Regular movement
1214,149,2024-11-22 10:51:32.271608,Purchase,48,Warehouse_C,103.22,Clearance
1215,328,2025-08-09 10:51:32.271678,Return,69,Warehouse_C,66.12,Seasonal stock
1216,359,2025-01-14 10:51:32.271745,Adjustment,77,Warehouse_B,262.3,Regular movement
1217,232,2024-12-14 10:51:32.271814,Return,-36,Warehouse_B,179.98,Seasonal stock
1218,356,2024-09-09 10:51:32.271883,Return,60,Warehouse_A,170.4,Seasonal stock
1219,188,2025-03-12 10:51:32.271954,Purchase,67,Warehouse_C,133.57,New arrival
1220,56,2025-01-25 10:51:32.272022,Adjustment,-68,Warehouse_A,9.29,Clearance
1221,478,2024-11-27 10:51:32.272091,Sale,81,Warehouse_A,366.38,Regular movement
1222,450,2024-12-16 10:51:32.272160,Sale,62,Warehouse_A,250.57,Clearance
1223,403,2025-08-16 10:51:32.272227,Sale,-71,Warehouse_A,312.68,Regular movement
1224,297,2025-08-18 10:51:32.272296,Sale,43,Warehouse_C,99.84,Seasonal stock
1225,471,2025-07-27 10:51:32.272363,Return,-42,Warehouse_A,25.49,Clearance
1226,26,2025-05-06 10:51:32.272432,Adjustment,54,Warehouse_B,490.45,Seasonal stock
1227,21,2024-12-21 10:51:32.272500,Adjustment,69,Warehouse_A,350.25,Clearance
1228,85,2025-06-17 10:51:32.272570,Sale,97,Warehouse_A,45.1,Clearance
1229,19,2024-11-22 10:51:32.272637,Adjustment,-95,Warehouse_C,491.35,New arrival
1230,460,2024-10-26 10:51:32.272706,Sale,34,Warehouse_A,451.58,Seasonal stock
1231,492,2025-02-12 10:51:32.272778,Purchase,64,Warehouse_A,15.3,New arrival
1232,425,2025-07-29 10:51:32.272845,Adjustment,-47,Warehouse_A,291.05,Seasonal stock
1233,441,2024-12-09 10:51:32.272914,Adjustment,28,Warehouse_C,424.75,Clearance
1234,189,2024-08-20 10:51:32.272981,Purchase,-98,Warehouse_C,342.8,Clearance
1235,360,2024-11-29 10:51:32.273050,Sale,2,Warehouse_C,85.83,Regular movement
1236,146,2024-11-27 10:51:32.273117,Sale,-57,Warehouse_B,453.35,Clearance
1237,470,2024-10-23 10:51:32.273185,Return,-33,Warehouse_A,395.28,Seasonal stock
1238,177,2025-04-09 10:51:32.273253,Purchase,-95,Warehouse_C,31.17,Clearance
1239,487,2024-12-31 10:51:32.273321,Adjustment,18,Warehouse_C,246.54,Regular movement
1240,147,2024-09-07 10:51:32.273390,Purchase,-37,Warehouse_C,14.0,Regular movement
1241,260,2025-01-14 10:51:32.273458,Purchase,42,Warehouse_B,417.76,Regular movement
1242,185,2024-10-30 10:51:32.273526,Purchase,-31,Warehouse_B,422.72,New arrival
1243,421,2025-04-12 10:51:32.273594,Return,6,Warehouse_A,308.54,Clearance
1244,342,2024-12-01 10:51:32.273663,Sale,-59,Warehouse_B,47.24,Seasonal stock
1245,450,2024-08-27 10:51:32.273732,Purchase,97,Warehouse_B,250.57,Seasonal stock
1246,137,2025-05-13 10:51:32.273802,Sale,-81,Warehouse_A,453.1,New arrival
1247,448,2025-02-18 10:51:32.273870,Return,69,Warehouse_A,56.35,New arrival
1248,275,2025-07-14 10:51:32.273939,Return,-92,Warehouse_A,439.23,Regular movement
1249,279,2024-12-05 10:51:32.274007,Adjustment,-5,Warehouse_C,36.3,Seasonal stock
1250,261,2025-07-13 10:51:32.274075,Purchase,13,Warehouse_B,30.13,Seasonal stock
1251,105,2025-08-09 10:51:32.274145,Adjustment,85,Warehouse_A,361.68,Seasonal stock
1252,364,2024-09-28 10:51:32.274212,Sale,-89,Warehouse_B,370.06,Clearance
1253,351,2025-08-16 10:51:32.274281,Adjustment,31,Warehouse_B,32.23,Regular movement
1254,361,2025-03-30 10:51:32.274349,Return,-7,Warehouse_B,463.85,New arrival
1255,53,2024-10-12 10:51:32.274419,Sale,-60,Warehouse_B,44.34,Clearance
1256,498,2024-11-15 10:51:32.274489,Return,66,Warehouse_A,11.05,New arrival
1257,252,2024-09-27 10:51:32.274556,Sale,3,Warehouse_B,170.32,Clearance
1258,75,2024-09-23 10:51:32.274623,Adjustment,-54,Warehouse_A,91.78,New arrival
1259,431,2025-08-02 10:51:32.274691,Adjustment,-92,Warehouse_C,475.68,New arrival
1260,209,2024-12-17 10:51:32.274761,Sale,-15,Warehouse_B,489.34,Clearance
1261,427,2024-09-29 10:51:32.274830,Adjustment,2,Warehouse_C,419.13,New arrival
1262,175,2025-02-09 10:51:32.274897,Adjustment,-8,Warehouse_B,10.65,Clearance
1263,379,2024-12-18 10:51:32.274966,Sale,30,Warehouse_A,495.8,New arrival
1264,28,2024-11-17 10:51:32.275033,Return,-28,Warehouse_A,298.19,Regular movement
1265,160,2024-12-19 10:51:32.275103,Return,-90,Warehouse_A,247.43,Clearance
1266,225,2024-11-03 10:51:32.275170,Adjustment,-22,Warehouse_C,66.29,New arrival
1267,33,2025-03-24 10:51:32.275239,Sale,26,Warehouse_A,57.21,Clearance
1268,154,2024-09-12 10:51:32.275307,Purchase,-13,Warehouse_B,388.8,Regular movement
1269,359,2025-08-10 10:51:32.275374,Sale,-13,Warehouse_B,262.3,Seasonal stock
1270,168,2025-08-01 10:51:32.275442,Return,100,Warehouse_C,89.54,New arrival
1271,173,2025-07-30 10:51:32.275509,Adjustment,14,Warehouse_B,157.8,Regular movement
1272,197,2025-06-06 10:51:32.275575,Adjustment,42,Warehouse_B,293.48,New arrival
